"name","latitude_deg","longitude_deg","municipality"
"Olenitsa Airport","66.4695","35.359","Olenitsa"
"Kuzreka Airport","66.621","34.753","Kuzreka"
"Poklonnaya Hill Helipad","55.73246","37.519446","Moscow"
"Chistyy Airport","55.4856","103.2065","Chistyy"
"Priboynyy Airport","55.6498","103.2314","Priboynyy"
"Krivolutskaya Airport","55.6112","103.1252","Karakhun"
"Zhurban Airport","54.1745","127.989703","Snezhnogorsk"
"Khvoynyy Airport","54.6331","127.84425","Khvoynyy"
"Kakhovka/Romny Airbase","50.8133","129.2167","Kakhovka"
"Kakhovka Airfield","50.80945","129.187","Kakhovka"
"Pozdeevka Airport","50.58205","128.8795","Pozdeevka"
"Amaranka Airfield","50.6947","129.613","Amaranka"
"Cheremkhovo Airstrip","50.436407","127.449583","Cheremkhovo"
"Eldikan Airstrip","60.747856","135.128137","Eldikan"
"Novoselovo Airport","55.002535","90.921397","Novoselovo"
"Balakhta Airport","55.361388","91.528933","Balakhta"
"Krasnoturansk Airport","54.313927","91.521","Krasnoturansk"
"Oktyabrskiy Airport","56.088096","99.40945","Oktyabrskiy"
"Anash Airport","54.856756","91.061761","Anash"
"Motygino Airport","58.180921","94.745272","Motygino"
"Novoangarsk Airport","58.127988","93.477721","Novoangarsk"
"Lamutskoye Airport","65.538838","168.844848","Lamutskoye"
"Vaga River Heliport","61.151632","42.238552","Velsk"
"Tarosovo Airstrip","60.27345","29.27805","Tarosovo"
"Alexandria Heliport","46.471842","41.562835","Salsk"
"Otkritie Arena Heliport","55.815467","37.441405","Tushino"
"Tushino Heliport","55.820866","37.420067","Tushino"
"Volkhov-Most river runway","59.0652092","31.7641172","Volkhov-Most"
"Vrachovo-Gorki Airport","54.923423","39.225971","Vrachovo-Gorki"
"Seltsy Heliport","54.909708","39.570599","Seltsy"
"Zavitinsk Air Base","50.19169998168945","129.5030059814453","Zavitinsk"
"Orlovka Air Base","51.263302","128.720001","Vernoye"
"Kubinka Air Base","55.611695","36.650002","Kubinka"
"Onega Andozero Air Base","63.923301696799996","38.4117012024","Onega"
"Gorelovo Air Base","59.76499938964844","30.07670021057129","St Petersburg"
"Lebedovo Air Base","51.28329849243164","46.25","Privolzsky"
"Gorin Air Base","51.17169952392578","136.63499450683594","Gorin"
"Kamensk-Uralskiy Air Base","56.4366989136","61.9866981506","Kamensk Uralskiy"
"Monchegorsk Air Base","67.9867019653","33.0182991028","Monchegorsk"
"Vozzhayevka Air Base","50.77","128.776993","Vozzhayevka"
"Dno Air Base","57.78329849243164","29.966699600219727","Dno"
"Kryuchkovo Air Base","57.06829833984375","35.50830078125","Tver"
"Dobrynskoye Air Base","56.244998931884766","40.59170150756836","Vladimir"
"Nerchinsk Air Base","52","116.53299713134766","Nerchinsk"
"Lodeynoye Pole Air Base","60.709999","33.57","Lodeynoye Pole"
"Dolinsk-Sokol Air Base","47.26169967651367","142.76800537109375","Dolinsk"
"Logovushka Airfield","55.4109992980957","64.94300079345703","Kurgan"
"Ukrainka Air Base","51.169997","128.445007","Belogorsk"
"Gromovo Air Base","60.71329879760742","30.1117000579834","Gromovo"
"Samara Kryazh Air Base","53.108299255371094","50.09830093383789","Samara"
"Dombarovskiy Air Base","50.79999923706055","59.516700744628906","Dombarovskiy"
"Reshma Air Base","57.426700592041016","42.43000030517578","Kinesma"
"Greem Bell Air Base","81.15","64.33","Khatanga"
"Uka Airport","57.92829895019531","162.02200317382812","Uka"
"Dzhida Air Base","50.677425106200005","106.138572693","Dzhida"
"Shadrinsk Air Base","56.039207458496094","63.6819953918457","Shadrinsk"
"Tiksi North Air Base","72.03829956054688","128.4720001220703","Tiksi"
"Umbozero Air Base","67.5134273155","34.3068695068","Umbozero"
"Luostari Air Base","69.400002","30.9883","Zapolyarnyj"
"Vorotynsk Air Base","54.4682998657","36.073299408","Vorotynsk"
"Letneozerskiy Air Base","63.38999938964844","40.39830017089844","Obozerskiy"
"Bagay-Baranovka Air Base","52.1396522522","46.969387054399995","Sennoy"
"Severny Air Base","51.06669998168945","61.483299255371094","Orsk"
"Kansk Air Base","56.123298645","95.66329956050001","Kansk"
"Salmi Air Base","61.32170104980469","32.00830078125","Ilinskiy"
"Domna Air Base","51.91669845581055","113.11699676513672","Chita"
"Loukhi-3 Air Base","66.055000305176","32.796699523926","Loukhi"
"Tambov Air Base","52.700626373291016","41.374168395996094","Tambov"
"Nurmalitsy Air Base","61.04499816894531","32.97829818725586","Olonec"
"Danilovo Air Base","56.65999984741211","48.03329849243164","Yoshkar Ola"
"Olenya Air Base","68.151802062988","33.463901519775","Olenegorsk"
"Rogachyovo Air Base","71.61669921880001","52.4782981873","Belaya"
"Shatalovo Air Base","54.34000015258789","32.47330093383789","Pochinok"
"Cheryomushki Air Base","52.06999969482422","113.43000030517578","Chita"
"Klyuchi Air Base","56.310001373291016","160.80499267578125","Klyuchi"
"Chudovo Air Base","59.23830032348633","31.270000457763672","Lyuban"
"Karaksar Air Base","51.28329849243164","115.8499984741211","Olovyannaya"
"Chuguyevka Air Base","44.08330154418945","133.8679962158203","Chuguyevka"
"Klin Air Base","56.36669921875","36.73830032348633","Klin"
"Saratov Sokol Airfield","51.54090118408203","45.8484992980957","Saratov"
"Kilpyavr Air Base","69.0967025756836","32.40829849243164","Murmansk"
"Verkhnaya Zaimka Air Base","55.82500076293945","110.0979995727539","Nizhneangarsk"
"Smuravyovo Air Base","58.814999","28.0133","Gdov"
"Yugoryonok Airport","59.7649993896","137.682998657","Yugoryonok"
"Slavgorod Yuzhniy Air Base","52.95500183105469","78.63500213623047","Slavgorod"
"Ivanovo North Air Base","57.05830001831055","40.9817008972168","Ivanovo"
"Petrovsk Air Base","52.273040771484375","45.38666915893555","Petrovsk"
"Mengon Air Base","50.03329849243164","136.3000030517578","Elban"
"Maysionvara Air Base","62.279998779296875","32.41669845581055","Suojarvi"
"Lenino Air Base","52.90999984741211","156.8780059814453","Lenino"
"Lovozero Airport","68.021697998","35","Lovozero"
"Marienkhof Air Base","54.86500167849999","20.184999465900002","Pionersky"
"Orenburg Air Base","51.70905685424805","55.02004623413086","Orenburg"
"Khada Bulak Air Base","50.599998474121094","116.38300323486328","Sherlovaya Gora"
"Lyambir Air Base","54.28499984741211","45.16830062866211","Saransk"
"Ulan-Ude East Airport","51.849998474121094","107.73799896240234","Ulan Ude"
"Michurinsk Air Base","52.91830062866211","40.3650016784668","Michurinsk"
"Idritsa Air Base","56.34830093383789","28.893299102783203","Idritsa"
"Savasleyka Air Base","55.439998626708984","42.310001373291016","Vykska"
"Nivenskoye Air Base","54.56169891357422","20.603300094604492","Kaliningrad"
"Matrosovo Air Base","49.40169906616211","142.88299560546875","Leonidovo"
"Koshka Yavr Air Base","69.25170135498047","31.196699142456055","Zapolyarnyj"
"Povorino Air Base","51.08988571166992","42.17531204223633","Povorino"
"Tiksi West Air Base","71.69329833984375","128.68299865722656","Tiksi"
"Step Air Base","51.016700744628906","115.43299865722656","Yasnogorsk"
"Gorny Air Base","51.75","48.63330078125","Gorny, Saratov Oblast"
"Klimovo Air Base","52.34000015258789","32.16999816894531","Klimovo"
"Salka Airfield","57.9883003235","60.2350006104","Nizhny Tagil"
"Ukkurey Air Base","52.33330154418945","116.83300018310547","Chernysevsk"
"Yugorsk Sovetsky Air Base","61.2682991027832","63.138301849365234","Yugorsk"
"Uprun Air Base","54.375","61.3532981873","Uvelsky"
"Vetrovoye Air Base","45.25170135498047","148.31199645996094","Burevestnik"
"Voronezh Baltimor Air Base","51.62","39.14","Voronezh"
"Sharomy Air Base","54.29330062866211","158.15199279785156","Sharomy"
"Engels Air Base","51.480499267578125","46.21500015258789","Saratov"
"Totskoye Air Base","52.501701355","52.779998779299994","Totskoye"
"Dorokhovo Air Base","57.724998474121094","36.65169906616211","Bezhetsk"
"Tambovka Air Base","50.1349983215332","128.072998046875","Tambovka"
"Beryozovka Air Base","65.0550003052","56.673301696799996","Pechora"
"Yaroslavl Levtsovo Air Base","57.73109817504883","40.05500030517578","Yaroslavl"
"Vorkuta Sovetskiy Air Base","67.46330261230469","64.30670166015625","Vorkuta"
"Krapivnya Airfield","57.076698303222656","33.388301849365234","Zdanovo"
"Engozero Air Base","65.86669921875","33.93330001831055","Louhi"
"Krechevitsy Air Base","58.625","31.385000228881836","Novgorod"
"Zherdevka Air Base","51.83330154418945","41.54999923706055","Zherdevka"
"Medyn-Aduyevo Air Base","55.003299713134766","35.994998931884766","Kaluga"
"Sumsk Air Base","59.30500030517578","29.09670066833496","Volosovo"
"Ostrov Bolshevik Air Base","78.58499908447266","100.99500274658203","Ostrov Bolshevik"
"Rzhev Air Base","56.2599983215332","34.40829849243164","Rzhev"
"Shaykovka Air Base","54.22669982910156","34.371700286865234","Kirov"
"Kirsanov Air Base","52.66669845581055","42.68330001831055","Kirsanov"
"Smolensk South Airport","54.745","32.065","Smolensk"
"Velikiy Ustyug Airport","60.788299560546875","46.2599983215332","Velikiy Ustyug"
"Chumpu-Kytyl Airport","65.3681","143.199","Tyubelyahe"
"Batagay Airport","67.648002624512","134.69500732422","Batagay"
"Batagay Hospital Heliport","67.6501","134.6005","Batagay"
"Tenkeli Airport","70.1643","140.7073","Tenkeli"
"Lake Khaiyr Airport","70.8083","133.5059","Khayyr"
"Kular Airport","70.59566","134.509293","Kular"
"Nizhneyansk Airport","71.43699645996094","136.19000244140625","Nizhneyansk"
"Sakkyryr Airport","67.792","130.394","Batagay-Alyta"
"Ust-Kuyga Airport","70.011001586914","135.64500427246","Ust-Kuyga"
"Horula Airfield","63.9622","118.644602","Sayylyk"
"Aldan Airport","58.60279846191406","125.40899658203125","Aldan"
"Yakutsk Airport","62.093299865722656","129.77099609375","Yakutsk"
"Chulman Airport","56.913898468018","124.91400146484","Neryungri"
"Moma Airport","66.45085906982422","143.2615509033203","Honuu"
"Magan Airport","62.103484","129.545288","Magan"
"Olyokminsk Airport","60.3974990845","120.471000671","Olyokminsk"
"Sangar Airport","63.9594","127.42","Sangar"
"Ust-Nera Airport","64.550003051758","143.11500549316","Ust-Nera"
"Ust-Maya Airport","60.356998443604","134.43499755859","Ust-Maya"
"Verkhnevilyuisk Airport","63.458057403564","120.26916503906","Verkhnevilyuisk"
"Kyzyl-Syr Airport","63.8849983215332","122.7770004272461","Kyzyl-Syr"
"Nyurba Airport","63.29499816894531","118.33699798583984","Nyurba"
"Suntar Airport","62.185001373291","117.63500213623","Suntar"
"Vilyuisk Airport","63.75666809082","121.69333648682","Vilyuisk"
"Ust-Mil Airstrip","59.631249","133.089694","Ust-Mil"
"Allakh-Yun Airport","61.1431","138.0313","Allakh-Yun"
"Lensk Airport","60.7206001282","114.825996399","Lensk"
"Olenyok Airport","68.514999389648","112.48000335693","Olenyok"
"Polyarny Airport","66.4003982544","112.029998779","Yakutia"
"Mirny Airport","62.534698486328125","114.03900146484375","Mirny"
"Saskylakh Airport","71.92790222168","114.08000183105","Saskylakh"
"Vitim Airport","59.45800018310547","112.56300354003906","Vitim"
"Andreshkino Airport","69.1728","154.4552","Andreshkino"
"Srednekolymsk Airport","67.4805","153.7364","Srednekolymsk"
"Chokurdakh Airport","70.62310028076172","147.90199279785156","Chokurdah"
"Cherskiy Airport","68.7406005859375","161.33799743652344","Cherskiy"
"Tiksi Airport","71.697700500488","128.90299987793","Tiksi"
"Zyryanka Airport","65.7485","150.8889","Zyryanka"
"Dzhargalakh Airport","67.2672","130.5319","Dzhargalakh"
"Chuvanskoye Airport","65.172163","167.952484","Chuvanskoye"
"Anadyr Heliport","64.7166","177.4629","Anadyr"
"Krasneno Airport","64.630631","174.781866","Krasneno"
"Vayegi Airport","64.167442","171.057887","Vayegi"
"Birofeld Air Base","48.459999084472656","132.66000366210938","Birofeld"
"Arkhara Airport","49.4165","130.0673","Arkhara"
"Ignatyevo Airport","50.42539978027344","127.41200256347656","Blagoveschensk"
"Zeya Airport","53.69049835205078","127.0907974243164","Zeya"
"Magdagachi Airport","53.473301","125.794998","Magdagachi"
"Novokievsky Uval Airport","51.6603","128.9329","Novokievsky Uval"
"Ekimchan Airport","53.07609939575195","132.9510040283203","Ekimchan"
"Svobodny Airport","51.45500183105469","128.09832763671875","Svobodny"
"Tynda Airport","55.284199","124.778999","Tynda"
"Gornyy Airport","54.653452","128.455903","Gornyy"
"Vankarem Airport","67.838719","-175.8494283","Vankarem"
"Bomnak Airfield","54.71275","128.8577","Bomnak"
"Khabarovsk-Novy Airport","48.52799987793","135.18800354004","Khabarovsk"
"Troitskoye Airport","49.444833","136.571033","Troitskoye"
"Khabarovsk Airport","48.525001525878906","135.1529998779297","Khabarovsk"
"Chumikan Airport","54.69599914550781","135.28599548339844","Chumikan"
"Icha Airport","55.5954017639","155.619003296","Ichinskiy"
"Blagodatnoye Air Base","48.41299819946289","135.4149932861328","Blagodatnoye"
"Garovka Air Base","48.39500045776367","135.2209930419922","Khabarovsk"
"Dzemgi Airport","50.60559844970703","137.08099365234375","Komsomolsk-na-Amur"
"Kamenny Ruchey Naval Air Base","49.23570251464844","140.19309997558594","Sovetskaya Gavan"
"Komsomolsk-on-Amur Airport","50.409000396728516","136.9340057373047","Komsomolsk-on-Amur"
"Maygatka Airport.","48.926998138399995","140.033996582","Sovetskaya Gavan"
"Ugolny Airport","64.73490142822266","177.74099731445312","Anadyr"
"Provideniya Bay Airport","64.37809753417969","-173.2429962158203","Chukotka"
"Zaliv Kresta","66.3583984375","-179.10769653320312","Egvekinot"
"Omsukchan Airport","62.457000732421875","155.7449951171875","Omsukchan"
"Chaybukha Airport","61.834999084472656","160.54800415039062","Chaybukha"
"Susuman Airport","62.766666412353516","148.14666748046875","Susman"
"Mys Shmidta Airport","68.86830139160156","-179.3730010986328","Mys Shmidta"
"Keperveem Airport","67.8450012207","166.13999939","Keperveem"
"Lavrentiya Airport","65.58000183105469","-170.99667358398438","Lavrentiya"
"Sokol Airport","59.9109992980957","150.72000122070312","Magadan"
"Omolon Airport","65.23999786376953","160.5399932861328","Omolon"
"Markovo Airport","64.667","170.417007","Markovo"
"Pevek Airport","69.783302307129","170.59700012207","Pevek"
"Beringovskiy Airport","63.02000045776367","179.29299926757812","Beringovsky"
"Seymchan Airport","62.920780181884766","152.4227752685547","Seymchan"
"Magadan-13 Airport","59.62329864501953","150.9219970703125","Magadan"
"Severo-Evensk Airport","61.92166519165039","159.22999572753906","Evensk"
"Wrangel Island Airport","70.945356","-179.5","Wrangel Island"
"Munuk Airport","56.4321","138.0449","Ayan"
"Bogorodskoye Airport","52.38","140.448","Bogorodskoye"
"Nikolayevsk-na-Amure Airport","53.154998779297","140.64999389648","Nikolayevsk-na-Amure Airport"
"Arka Airport","60.1012","142.3015","Arka"
"Okhotsk Airport","59.410064697265625","143.05650329589844","Okhotsk"
"Ust-Pakhachi Airport","60.55670166015625","169.11000061035156","Ust-Pakhachi"
"Ossora Airport","59.2236","163.0664","Ossora"
"Tigil Airport","57.784000396728516","158.72999572753906","Tigil"
"Khalaktyrka Airport","53.025001525878906","158.7209930419922","Petropavlovsk-Kamchatskiy"
"Ust-Kamchatsk Airport","56.23860168457031","162.68800354003906","Ust-Kamchatsk"
"Palana Airport","59.08169937133789","159.88800048828125","Palana"
"Milkovo Airport","54.680580139160156","158.5485076904297","Milkovo"
"Kozyrevsk Airport","56.09000015258789","159.8766632080078","Kozyrevsk"
"Yelizovo Airport","53.16790008544922","158.45399475097656","Petropavlovsk-Kamchatsky"
"Tilichiki Airport","60.3828010559082","166.0260009765625","Tilichiki"
"Ust-Khayryuzovo Airport","57.099998474121094","156.73500061035156","Ust-Khayryuzovo"
"Nikolskoye Airport","55.1783332824707","166.04833984375","Nikolskoye"
"Burevestnik Airport","44.9199981689","147.621994019","Iturup Island"
"Okha Airport","53.5200004578","142.88999939","Okha"
"Iturup Airport","45.256389","147.95549","Kurilsk"
"Shakhtyorsk Airport","49.190299987799996","142.082992554","Shakhtersk"
"Mendeleyevo Airport","43.9584007263","145.682998657","Kunashir Island"
"Zonalnoye Airport","50.6692008972","142.761001587","Tymovskoye"
"Yuzhno-Sakhalinsk Airport","46.88869857788086","142.71800231933594","Yuzhno-Sakhalinsk"
"Zolotaya Dolina Air Base","42.959999084472656","133.11500549316406","Vladimiro-Aleksandrovskoye"
"Kavalerovo Airport","44.2726","135.029","Kavalerovo"
"Plastun Airport","44.814998626709","136.29200744629","Plastun"
"Vladivostok International Airport","43.39899826049805","132.1479949951172","Vladivostok"
"Chita-Kadala Airport","52.026299","113.306","Chita"
"Barnaul Heliport","50.3613832","116.4814","Borzya"
"Krasnokamensk Airport","50.03310775756836","118.06114196777344","Krasnokamensk"
"Mogocha Airbase","53.7421","119.7396","Mogocha"
"Chara Airport","56.913333892822266","118.2699966430664","Chara"
"Bratsk Airport","56.370601654052734","101.697998046875","Bratsk"
"Ust-Ilimsk Airport","58.13610076904297","102.56500244140625","Ust-Ilimsk"
"Zheleznogorsk Airport","56.487701416015625","104.10600280761719","Zheleznogorsk-Ilimsky"
"Belaya Air Base","52.915000915527344","103.57499694824219","Usolye-Sibirskoye"
"Irkutsk Airport","52.268001556396","104.38899993896","Irkutsk"
"Bodaybo Airport","57.866100311299995","114.242996216","Bodaybo"
"Yerbogachen Airport","61.2750015259","108.029998779","Erbogachen"
"Kirensk Airport","57.773","108.064","Kirensk"
"Mama Airport","58.313331604003906","112.88999938964844","Mama"
"Ust-Ordynskiy Airport","52.81999969482422","104.73999786376953","Ust-Ordynskiy"
"Kazachinskaya Airport","56.2801513671875","107.56756591796875","Kazachinskaya"
"Ust-Kut Airport","56.8567008972168","105.7300033569336","Ust-Kut"
"Nizhneangarsk Airport","55.80080032348633","109.59500122070312","Nizhneangarsk"
"Ulan-Ude Airport (Mukhino)","51.80780029296875","107.43800354003906","Ulan Ude"
"Talagi Airport","64.60030364990234","40.71670150756836","Archangelsk"
"Mezen Airport","65.87833404541016","44.21500015258789","Mezen"
"Vaskovo Airport","64.44170379639999","40.421699523899996","Arkhangelsk"
"Severomorsk-1 Naval Air Base","69.03166961669922","33.418331146240234","Severomorsk"
"Leshukonskoye Airport","64.8960037231","45.7229995728","Leshukonskoye"
"Naryan Mar Airport","67.63999938964844","53.12189865112305","Naryan Mar"
"Shenkursk Airport","62.117000579833984","42.882999420166016","Shenkursk"
"Onega Airport","63.9111140154","38.1258201599","Onega"
"Karpogory Airport","64.0130004883","44.4550018311","Karpogory"
"Kargopol Airport","61.515033","38.912039","Kargopol"
"Solovki Airport","65.0299987793","35.7333335876","Solovetsky Islands"
"Pertominsk Airport","64.7900009155","38.4199981689","Pertominsk"
"Nizhnyaya Pesha Airport","66.75299835205078","47.74300003051758","Nizhnyaya Pesha"
"Cherepovets Airport","59.273601532","38.015800476100004","Cherepovets"
"Lopshenga Airport","64.9800033569","37.6930007935","Lopshenga"
"Purnema Airport","64.3854002577","37.441234588600004","Purnema"
"Shoyna Airport","67.86900329589844","44.1510009765625","Shoyna"
"Soyana Airfield","65.783933","43.3832","Soyana"
"Letnyaya Zolotitsa Airport","64.9599990845","36.8300018311","Letnyaya Zolotitsa"
"Amderma Airport","69.76329803466797","61.556400299072266","Amderma"
"Karatayka Airport","68.75","61.42499923706055","Karatayka"
"Varandey Airport","68.848503112793","58.201400756836","Varandey"
"Khorey-Ver Airport","67.41500091552734","58.04499816894531","Khorey-Ver"
"Kharuta Airport","66.84700012207031","59.54499816894531","Kharuta"
"Tsenogora Airport","64.8870010376","46.7210006714","Tsenogora"
"Olema Airport","64.495","46.14666","Olema"
"Kotlas Airport","61.235801696777344","46.6974983215332","Kotlas"
"Oktyabrskiy Airport","61.078999","43.199001","Oktyabrskiy"
"Savvatiya Air Base","60.994998931884766","46.869998931884766","Kotlas"
"Velsk Airport","61.040000915527344","42.099998474121094","Velsk"
"Pulkovo Airport","59.80030059814453","30.262500762939453","St. Petersburg"
"Pushkin Airport","59.685001","30.338301","St. Petersburg"
"Siversky Air Base","59.3567008972168","30.036699295043945","Siversky"
"Umba Airport","66.6969985962","34.3870010376","Umba"
"Varzuga Airport","66.4117","36.594","Varzuga"
"Kirovsk-Apatity Airport","67.46330261230469","33.58829879760742","Apatity"
"Murmansk Airport","68.78170013427734","32.75080108642578","Murmansk"
"Kuzomen Airport","66.28","36.87","Kuzomen"
"Ponoy Airfield","67.11","41.106","Ponoy"
"Krasnoshchelye Airport","67.34799957279999","37.0769996643","Krasnoshchelye"
"Borovichi Airport","58.43600082397461","33.888999938964844","Borovichi"
"Maryovo Airport","57.31999969482422","32.04999923706055","Maryovo"
"Novgorod Airport","58.49330139160156","31.24169921875","Velikiy Novgorod"
"Pestovo Airport","58.608001708984375","35.779998779296875","Pestovo"
"Staraya Russa Air Base","57.961399","31.384399","Staraya Russa"
"Velikiye Luki Airport","56.381099700927734","30.60810089111328","Velikiye Luki"
"Pskov Airport","57.78390121459961","28.395599365234375","Pskov"
"Pudozh Airport","61.8250007629","36.5800018311","Pudozh"
"Petrozavodsk Airport","61.88520050048828","34.154701232910156","Petrozavodsk"
"Kalevala Airport","65.2099990845","31.1350002289","Kalevala"
"Peski Airport","61.83194351196289","34.295555114746094","Petrozavodsk"
"Segezha Airport","63.7589988708","34.283000946","Segezha"
"Lodeynoye Pole Airport","60.716999054","33.561000824","Lodeynoye Pole"
"Strelna Heliport","59.86050033569336","30.052000045776367","Saint Petersburg"
"Rzhevka Airport","59.97999954223633","30.585599899291992","St. Petersburg"
"Lake Krasnogvardeyskoye","60.268033","29.234033","Utkino"
"Kichmengskiy Gorodok Airport","59.97700119018555","45.82500076293945","Kichmengskiy Gorodok"
"Vytegra Airport","61.032001495399996","36.4350013733","Vytegra"
"Totma Airport","59.9835754516","42.7672863007","Totma"
"Vologda Airport","59.282501220703125","39.944400787353516","Vologda"
"Khrabrovo Airport","54.88999938964844","20.592599868774414","Kaliningrad"
"Abakan Airport","53.7400016784668","91.38500213623047","Abakan"
"Shushenskoye Airport","53.3849983215332","92.04499816894531","Kazantsevo"
"Barnaul Airport","53.363800048828125","83.53849792480469","Barnaul"
"Akkem Heliport","49.9071","86.5442","Akkem Lake"
"Gorno-Altaysk Airport","51.9667015076","85.8332977295","Gorno-Altaysk"
"Biysk Airport","52.47999954223633","85.33999633789062","Biysk"
"Volchikha Airport","52.0250889138","80.3378677368","Volchikha"
"Rubtsovsk Airport","51.58333206176758","81.19999694824219","Rubtsovsk"
"Ust-Koksa Airport","50.26499938964844","85.70999908447266","Ust-Koksa Airport"
"Novosibirsk North Airport","55.09170150756836","82.90670013427734","Novosibirsk"
"Anzhero-Sudzhensk Heliport","56.1498","86.0538","Anzhero-Sudzhensk"
"Kemerovo Airport","55.27009963989258","86.1072006225586","Kemerovo"
"Aksenovo Airport","58.9327","101.5735","Aksenovo"
"Tura Airport","64.2821","100.2035","Tura"
"Aydara Airport","58.5291","88.4031","Aydara"
"Baykit Airport","61.676700592041016","96.3550033569336","Baykit"
"Yeniseysk Airport","58.47420120239258","92.11250305175781","Yeniseysk"
"Yartsevo Airport","60.255001068115234","90.19499969482422","Yartsevo"
"Podkamennaya Tunguska Airport","61.589698791503906","89.99400329589844","Bor"
"Severo-Eniseysk Airport","60.37329864501953","93.01170349121094","Severo-Eniseysk"
"Tura Mountain Airport","64.333511352539","100.4328918457","Tura"
"Vanavara Airport","60.35969924926758","102.3239974975586","Vanavara"
"Boguchany Airport","58.380615234375","97.47233581542969","Boguchany"
"Krasnoyarsk Severniy Airport","56.04169845581055","92.90670013427734","Krasnoyarsk"
"Yemelyanovo Airport","56.172901153564","92.493301391602","Krasnoyarsk"
"Cheremshanka Airport","56.176998138399995","92.5400009155","Krasnoyarsk"
"Sharypovo Airport","55.454914093","89.1738815308","Sharypovo"
"Achinsk Airport","56.2682991027832","90.57080078125","Achinsk"
"Kyzyl Airport","51.66939926147461","94.40059661865234","Kyzyl"
"Kolpashevo Airport","58.32529830932617","82.93250274658203","Kolpashevo"
"Novy Vasyugan Airport","58.586","76.504","Novy Vasyugan"
"Yeltsovka Airport","55.09239959716797","83.00450134277344","Novosibirsk"
"Tolmachevo Airport","55.012599945068","82.650703430176","Novosibirsk"
"Kalachinsk Airport","55.02000045776367","74.61000061035156","Kalachinsk"
"Omsk Central Airport","54.96699905395508","73.31050109863281","Omsk"
"Omsk Severny Airport","54.9749984741","73.5550003052","Omsk"
"Tara Airport","56.900001525878906","74.30000305175781","Tara"
"Tevriz Airport","57.50400161743164","72.33100128173828","Tevriz"
"Aban Airport","56.6847","96.1203","Aban"
"Strezhevoy Airport","60.709400177","77.66000366210001","Strezhevoy"
"Bogashevo Airport","56.380298614502","85.208297729492","Tomsk"
"Spichenkovo Airport","53.8114013671875","86.877197265625","Novokuznetsk"
"Dikson Airport","73.51780700683594","80.37966918945312","Dikson"
"Cape Chelyuskin Airfield","77.712","104.24","Chelyuskin Polar Station"
"Nagurskoye","80.803207","47.663586","Murmansk"
"Sredniy Ostrov Air Base","79.528297424316","91.074996948242","Khatanga"
"Khatanga Airport","71.97810363769531","102.49099731445312","Khatanga"
"Snezhnogorsk Airport","68.07666778564453","87.6449966430664","Snezhnogorsk"
"Svetlogorsk Airport","66.83999633789062","88.40333557128906","Svetlogorsk"
"Igarka Airport","67.43720245361328","86.62190246582031","Igarka"
"Norilsk-Alykel Airport","69.31109619140625","87.33219909667969","Norilsk"
"Valek Airport","69.39690399169922","88.35368347167969","Valek"
"Turukhansk Airport","65.797203064","87.9353027344","Turukhansk"
"Tutonchany Airport","64.2337","93.8","Tutonchany"
"Anapa Vityazevo Airport","45.002101898193","37.347301483154","Anapa"
"Yeysk Airport","46.68","38.21","Yeysk"
"Afipsky Heliport","44.873","38.829","Afipski"
"Gelendzhik Airport","44.5820926295","38.0124807358","Gelendzhik"
"Khanskaya Air Base","44.68","40.035","Maykop"
"Krasnodar Pashkovsky International Airport","45.034698486328","39.170501708984","Krasnodar"
"Maykop Airport","44.65330123901367","40.09000015258789","Maykop"
"Armavir Air Base","44.970001220703125","41.10499954223633","Armavir"
"Enem Airport","44.94599914550781","38.93199920654297","Enem"
"Yessentuki Airport","44.06","42.829","Yessentuki"
"Khankala Air Base","43.298099517822266","45.78409957885742","Grozny"
"Uytash Airport","42.81679916381836","47.65230178833008","Makhachkala"
"Mineralnyye Vody Airport","44.225101470947266","43.08190155029297","Mineralnyye Vody"
"Nalchik Airport","43.512901306152344","43.636600494384766","Nalchik"
"Beslan Airport","43.2051010132","44.6066017151","Beslan"
"Pyatigorsk Airport","44.0496271493","43.0214738846","Pyatigorsk"
"Magas Airport","43.322299957300004","45.0125999451","Magas"
"Stavropol Shpakovskoye Airport","45.10919952392578","42.11280059814453","Stavropol"
"Dudinka Airport","69.375","86.15666961669922","Dudinka"
"Kem Helipad","64.96","34.64","Kem"
"Remontnoye Airport","46.544302","43.6457","Remontnoye"
"Shakhty Airport","47.697","40.287","Shakhty"
"Morozovsk Air Base","48.313","41.791","Morozovsk"
"Rostov-on-Don Airport","47.2582015991","39.8180999756","Rostov-on-Don"
"Sal'sk 2 Airfield","46.45755","41.483345","Sal'sk"
"Taganrog Yuzhny Airport","47.1983333","38.8491667","Taganrog"
"Sochi International Airport","43.449902","39.9566","Sochi"
"Astrakhan Airport","46.2832984924","48.0063018799","Astrakhan"
"Elista Airport","46.3739013671875","44.33089828491211","Elista"
"Volgograd International Airport","48.782501220703125","44.34550094604492","Volgograd"
"Chelyabinsk Balandino Airport","55.305801","61.5033","Chelyabinsk"
"Magnitogorsk International Airport","53.39310073852539","58.755699157714844","Magnitogorsk"
"Kalachevo Airfield","54.952999114990234","61.5","Chelyabinsk"
"Salekhard Airport","66.5907974243164","66.61100006103516","Salekhard"
"Kharasavey Airport","71.0999984741211","66.7509994506836","Kharasavey"
"Antipayuta Airport","69.099998474121","76.866668701172","Antipayuta"
